date,state,cases,deaths,new_cases,pct_change,seven_day_ave,split
2020-04-21,California,35844,1316.0,1982.0,0.0585316874372452,1710.0,train
2020-04-22,California,37573,1425.0,1729.0,0.0482368039281331,1680.142857142857,train
2020-04-23,California,39534,1548.0,1961.0,0.0521917334255981,1735.2857142857142,train
2020-04-24,California,41368,1619.0,1834.0,0.0463904487276773,1620.857142857143,train
2020-04-25,California,42590,1692.0,1222.0,0.0295397408625024,1532.2857142857142,train
2020-04-26,California,43691,1716.0,1101.0,0.0258511387649682,1618.7142857142858,train
2020-04-27,California,45208,1800.0,1517.0,0.0347211096106749,1562.2857142857142,train
2020-04-28,California,46570,1884.0,1362.0,0.0301274110776854,1564.2857142857142,train
2020-04-29,California,48904,1961.0,2334.0,0.0501181017822631,1594.7142857142858,train
2020-04-30,California,50470,2057.0,1566.0,0.0320219204973009,1625.857142857143,train
2020-05-01,California,52318,2147.0,1848.0,0.036615811373093,1589.2857142857142,train
2020-05-02,California,53753,2213.0,1435.0,0.0274284185175275,1754.0,train
2020-05-03,California,55072,2235.0,1319.0,0.0245381653117036,1697.571428571429,train
2020-05-04,California,56333,2297.0,1261.0,0.0228972980825101,1715.857142857143,train
2020-05-05,California,58848,2386.0,2515.0,0.0446452345871868,1756.857142857143,train
2020-05-06,California,60787,2478.0,1939.0,0.0329492930940729,1867.2857142857144,train
2020-05-07,California,62481,2561.0,1694.0,0.0278678006810666,1854.142857142857,train
2020-05-08,California,64616,2650.0,2135.0,0.0341703877978905,1883.0,train
2020-05-09,California,66824,2732.0,2208.0,0.034171103132351,1757.428571428571,train
2020-05-10,California,68051,2769.0,1227.0,0.0183616664671375,1775.857142857143,train
2020-05-11,California,69514,2820.0,1463.0,0.0214985819458934,1780.857142857143,train
2020-05-12,California,71150,2902.0,1636.0,0.0235348275167592,1771.2857142857142,train
2020-05-13,California,73218,3014.0,2068.0,0.0290653548840478,1729.857142857143,train
2020-05-14,California,74947,3039.0,1729.0,0.0236144117566718,1759.2857142857142,train
2020-05-15,California,77015,3192.0,2068.0,0.0275928322681362,1775.571428571429,train
2020-05-16,California,78933,3254.0,1918.0,0.0249042394338765,1833.0,train
2020-05-17,California,80366,3290.0,1433.0,0.0181546374773542,1843.857142857143,train
2020-05-18,California,81943,3322.0,1577.0,0.01962272602842,1934.4285714285716,train
2020-05-19,California,83981,3422.0,2038.0,0.0248709468777077,1969.4285714285716,train
2020-05-20,California,86125,3514.0,2144.0,0.0255295840725877,1983.142857142857,train
2020-05-21,California,88488,3624.0,2363.0,0.0274368650217706,2053.8571428571427,train
2020-05-22,California,90801,3690.0,2313.0,0.0261391375101709,2153.428571428572,train
2020-05-23,California,92815,3768.0,2014.0,0.0221803724628584,2277.5714285714284,train
2020-05-24,California,94743,3790.0,1928.0,0.0207725044443247,2249.714285714286,train
2020-05-25,California,97017,3808.0,2274.0,0.0240017732180741,2226.1428571428573,train
2020-05-26,California,99924,3859.0,2907.0,0.0299638207736787,2320.285714285714,train
2020-05-27,California,101873,3961.0,1949.0,0.019504823665986,2469.285714285714,train
2020-05-28,California,104071,4042.0,2198.0,0.0215758836983301,2624.428571428572,train
2020-05-29,California,107043,4144.0,2972.0,0.0285574271410864,2660.8571428571427,train
2020-05-30,California,110100,4214.0,3057.0,0.0285586166306999,2593.8571428571427,train
2020-05-31,California,113114,4242.0,3014.0,0.0273751135331516,2647.714285714286,train
2020-06-01,California,115643,4287.0,2529.0,0.0223579751401241,2692.285714285714,train
2020-06-02,California,118081,4360.0,2438.0,0.0210821234315954,2781.0,train
2020-06-03,California,120407,4422.0,2326.0,0.0196983426630872,2721.0,train
2020-06-04,California,122917,4484.0,2510.0,0.0208459641050768,2697.5714285714284,train
2020-06-05,California,126510,4550.0,3593.0,0.0292311071698787,2663.428571428572,train
2020-06-06,California,129147,4626.0,2637.0,0.0208442020393644,2737.714285714286,train
2020-06-07,California,131997,4653.0,2850.0,0.0220678761411414,2818.8571428571427,train
2020-06-08,California,134287,4679.0,2290.0,0.0173488791411926,2970.285714285714,train
2020-06-09,California,137245,4775.0,2958.0,0.0220274486733638,2967.8571428571427,train
2020-06-10,California,140139,4869.0,2894.0,0.0210863783744399,3041.0,train
2020-06-11,California,143709,4941.0,3570.0,0.0254747072549397,2993.714285714286,train
2020-06-12,California,147285,4986.0,3576.0,0.0248836189800221,3053.5714285714284,train
2020-06-13,California,150434,5059.0,3149.0,0.0213803170723427,3126.5714285714284,train
2020-06-14,California,152953,5089.0,2519.0,0.0167448847999787,3320.285714285714,train
2020-06-15,California,155662,5120.0,2709.0,0.0177113230861767,3346.5714285714284,train
2020-06-16,California,159131,5202.0,3469.0,0.0222854646606107,3365.428571428572,train
2020-06-17,California,163381,5283.0,4250.0,0.0267075554103222,3488.5714285714284,train
2020-06-18,California,167135,5359.0,3754.0,0.0229769679460891,3693.428571428572,train
2020-06-19,California,170843,5425.0,3708.0,0.0221856583001764,4136.857142857143,train
2020-06-20,California,174854,5495.0,4011.0,0.0234776958962321,4558.285714285715,train
2020-06-21,California,178807,5517.0,3953.0,0.0226074324865315,4644.0,train
2020-06-22,California,184620,5561.0,5813.0,0.032509912922872,4896.857142857143,train
2020-06-23,California,191039,5637.0,6419.0,0.0347687141154804,5169.142857142857,train
2020-06-24,California,195889,5728.0,4850.0,0.0253874863247818,5228.428571428572,train
2020-06-25,California,201413,5810.0,5524.0,0.0281996436757552,5449.714285714285,train
2020-06-26,California,207027,5872.0,5614.0,0.0278730767130224,5625.0,train
2020-06-27,California,211453,5902.0,4426.0,0.0213788539659078,5873.428571428572,train
2020-06-28,California,216955,5937.0,5502.0,0.0260199666119658,6267.857142857143,train
2020-06-29,California,223995,5979.0,7040.0,0.032449125394667,6683.571428571428,train
2020-06-30,California,232153,6083.0,8158.0,0.0364204558137457,7038.714285714285,train
2020-07-01,California,239764,6168.0,7611.0,0.032784413727154,7674.714285714285,train
2020-07-02,California,248198,6263.0,8434.0,0.0351762566523747,7804.571428571428,train
2020-07-03,California,256298,6315.0,8100.0,0.0326352347722382,7696.285714285715,train
2020-07-04,California,265176,6329.0,8878.0,0.0346393651140468,7944.714285714285,train
2020-07-05,California,271587,6369.0,6411.0,0.0241763960539416,8077.142857142857,train
2020-07-06,California,277869,6452.0,6282.0,0.0231307094964043,7902.571428571428,train
2020-07-07,California,287766,6563.0,9897.0,0.0356175032119452,7886.714285714285,train
2020-07-08,California,296304,6708.0,8538.0,0.0296699401597131,7836.285714285715,train
2020-07-09,California,303516,6825.0,7212.0,0.0243398671634538,8012.714285714285,train
2020-07-10,California,311505,6936.0,7989.0,0.0263215118807575,8333.857142857143,train
2020-07-11,California,320030,7012.0,8525.0,0.0273671369640937,8403.857142857143,train
2020-07-12,California,327676,7042.0,7646.0,0.0238915101709213,8456.142857142857,train
2020-07-13,California,336206,7086.0,8530.0,0.0260318119117664,8749.285714285714,train
2020-07-14,California,346593,7227.0,10387.0,0.030894749052664,9059.57142857143,train
2020-07-15,California,355497,7368.0,8904.0,0.025690074525452,9023.42857142857,train
2020-07-16,California,364761,7490.0,9264.0,0.0260592916395918,9112.0,train
2020-07-17,California,374922,7607.0,10161.0,0.0278565965111401,9141.285714285714,train
2020-07-18,California,383194,7697.0,8272.0,0.022063255823878,9110.42857142857,train
2020-07-19,California,391460,7710.0,8266.0,0.0215713189663722,9575.857142857143,train
2020-07-20,California,400195,7764.0,8735.0,0.0223139018035047,9773.42857142857,train
2020-07-21,California,410366,7883.0,10171.0,0.0254151101338098,9739.142857142857,train
2020-07-22,California,422528,8038.0,12162.0,0.0296369582275335,10019.0,train
2020-07-23,California,433175,8190.0,10647.0,0.0251983300514995,9696.857142857143,train
2020-07-24,California,443096,8325.0,9921.0,0.0229029837825358,9558.285714285714,train
2020-07-25,California,453327,8428.0,10231.0,0.023089804466752,9226.42857142857,train
2020-07-26,California,459338,8451.0,6011.0,0.013259744069954,9073.0,train
2020-07-27,California,467103,8544.0,7765.0,0.0169047629414504,8727.714285714286,train
2020-07-28,California,474951,8716.0,7848.0,0.0168014335168047,8453.857142857143,train
2020-07-29,California,486039,8884.0,11088.0,0.0233455661741948,8025.714285714285,train
2020-07-30,California,494269,9009.0,8230.0,0.0169327975738573,8085.571428571428,train
2020-07-31,California,502273,9222.0,8004.0,0.0161936111712448,7876.0,train
2020-08-01,California,509507,9365.0,7234.0,0.0144025261162754,7472.428571428572,train
2020-08-02,California,515937,9399.0,6430.0,0.0126200425116829,6676.714285714285,train
2020-08-03,California,522235,9500.0,6298.0,0.0122069167359579,6677.714285714285,train
2020-08-04,California,527258,9696.0,5023.0,0.0096182752975193,6552.714285714285,train
2020-08-05,California,532776,9866.0,5518.0,0.0104654647250492,6664.428571428572,train
2020-08-06,California,541013,10014.0,8237.0,0.0154605312551616,6758.142857142857,train
2020-08-07,California,548142,10197.0,7129.0,0.0131771325273144,7433.142857142857,train
2020-08-08,California,556158,10299.0,8016.0,0.0146239478091443,8402.857142857143,train
2020-08-09,California,563244,10365.0,7086.0,0.0127409836773002,8903.0,train
2020-08-10,California,574267,10460.0,11023.0,0.0195705591182506,8885.57142857143,train
2020-08-11,California,586078,10654.0,11811.0,0.020567088131479,9300.142857142857,train
2020-08-12,California,595097,10808.0,9019.0,0.0153887366528004,9403.285714285714,train
2020-08-13,California,603212,10995.0,8115.0,0.0136364323799313,9323.42857142857,train
2020-08-14,California,613243,11146.0,10031.0,0.0166293110879756,8674.857142857143,train
2020-08-15,California,621981,11229.0,8738.0,0.0142488377364273,7774.428571428572,train
2020-08-16,California,628508,11245.0,6527.0,0.010493889684733,7377.857142857143,train
2020-08-17,California,634991,11334.0,6483.0,0.0103149045039998,7169.857142857143,train
2020-08-18,California,640499,11523.0,5508.0,0.0086741386885798,6678.285714285715,train
2020-08-19,California,646742,11686.0,6243.0,0.0097470878174672,6192.0,train
2020-08-20,California,653401,11801.0,6659.0,0.0102962232234802,5919.428571428572,train
2020-08-21,California,659991,11984.0,6590.0,0.0100856901045451,5892.142857142857,train
2020-08-22,California,665325,12137.0,5334.0,0.0080819283899324,5974.428571428572,train
2020-08-23,California,669944,12152.0,4619.0,0.0069424717243451,5838.571428571428,train
2020-08-24,California,676236,12250.0,6292.0,0.0093918297648758,5651.857142857143,train
2020-08-25,California,682320,12409.0,6084.0,0.0089968590846982,5485.714285714285,train
2020-08-26,California,687612,12547.0,5292.0,0.0077558916637354,5310.714285714285,train
2020-08-27,California,692964,12696.0,5352.0,0.0077834592764525,5235.0,train
2020-08-28,California,698391,12836.0,5427.0,0.0078315756662683,5186.714285714285,train
2020-08-29,California,702500,12906.0,4109.0,0.0058835236994749,4901.428571428572,train
2020-08-30,California,706589,12939.0,4089.0,0.005820640569395,4917.857142857143,train
2020-08-31,California,712543,13020.0,5954.0,0.0084263978069287,4919.857142857143,train
2020-09-01,California,716630,13149.0,4087.0,0.0057357941906663,4900.285714285715,train
2020-09-02,California,722037,13330.0,5407.0,0.007545037187949,4939.142857142857,train
2020-09-03,California,727403,13497.0,5366.0,0.0074317521124263,4806.285714285715,train
2020-09-04,California,732693,13644.0,5290.0,0.0072724473228733,4306.571428571428,train
2020-09-05,California,737074,13708.0,4381.0,0.0059793119355582,4212.0,train
2020-09-06,California,740233,13730.0,3159.0,0.0042858654626265,3880.0,train
2020-09-07,California,742689,13763.0,2456.0,0.0033178742368957,3659.428571428572,train
2020-09-08,California,746114,13843.0,3425.0,0.0046116207456956,3490.428571428572,train
2020-09-09,California,749197,13990.0,3083.0,0.0041320763314989,3358.285714285714,train
2020-09-10,California,753019,14094.0,3822.0,0.0051014619652773,3308.1428571428573,train
2020-09-11,California,757126,14265.0,4107.0,0.0054540456482505,3482.0,train
2020-09-12,California,760582,14333.0,3456.0,0.0045646299294965,3400.5714285714284,train
2020-09-13,California,763390,14386.0,2808.0,0.003691909616583,3446.0,train
2020-09-14,California,767063,14458.0,3673.0,0.0048114332123816,3418.0,train
2020-09-15,California,769918,14606.0,2855.0,0.0037219889370234,3473.0,train
2020-09-16,California,773319,14716.0,3401.0,0.0044173535363505,3499.285714285714,train
2020-09-17,California,776945,14807.0,3626.0,0.004688880009414,3526.8571428571427,train
2020-09-18,California,781437,14912.0,4492.0,0.0057816190335222,3593.8571428571427,train
2020-09-19,California,785077,15023.0,3640.0,0.0046580850407647,3594.5714285714284,train
2020-09-20,California,788078,15018.0,3001.0,0.0038225549850523,3576.0,train
2020-09-21,California,792220,15069.0,4142.0,0.0052558249310348,3532.714285714286,train
2020-09-22,California,795080,15209.0,2860.0,0.0036101083032491,3471.285714285714,train
2020-09-23,California,798351,15313.0,3271.0,0.0041140514162096,3448.285714285714,train
2020-09-24,California,801674,15389.0,3323.0,0.004162329601892,3374.428571428572,train
2020-09-25,California,805736,15533.0,4062.0,0.0050668975169458,3225.285714285714,train
2020-09-26,California,809215,15588.0,3479.0,0.0043177914354082,3265.714285714286,train
2020-09-27,California,811699,15608.0,2484.0,0.0030696415662092,3253.5714285714284,train
2020-09-28,California,814797,15641.0,3098.0,0.0038166857418822,3233.285714285714,train
2020-09-29,California,817940,15791.0,3143.0,0.0038574025186641,3232.714285714286,train
2020-09-30,California,821126,15898.0,3186.0,0.0038951512335867,3182.8571428571427,train
2020-10-01,California,824307,15989.0,3181.0,0.0038739486997123,3276.714285714286,train
2020-10-02,California,828365,16074.0,4058.0,0.0049229231342207,3275.0,train
2020-10-03,California,831495,16122.0,3130.0,0.0037785275814405,3197.714285714286,train
2020-10-04,California,834636,16150.0,3141.0,0.0037775332383236,3229.714285714286,train
2020-10-05,California,837722,16179.0,3086.0,0.0036974201927546,3296.8571428571427,train
2020-10-06,California,840324,16251.0,2602.0,0.0031060423386277,3266.285714285714,train
2020-10-07,California,843734,16358.0,3410.0,0.004057958596922,3258.285714285714,train
2020-10-08,California,847385,16425.0,3651.0,0.0043271931675148,3205.8571428571427,train
2020-10-09,California,851229,16502.0,3844.0,0.0045363087616607,3176.8571428571427,train
2020-10-10,California,854303,16568.0,3074.0,0.0036112491468218,3327.1428571428573,train
2020-10-11,California,857077,16581.0,2774.0,0.0032470914886171,3337.1428571428573,train
2020-10-12,California,859960,16594.0,2883.0,0.0033637584487742,3285.0,train
2020-10-13,California,863614,16650.0,3654.0,0.0042490348388297,3267.5714285714284,train
2020-10-14,California,867094,16752.0,3480.0,0.0040295780290731,3136.428571428572,train
2020-10-15,California,870380,16839.0,3286.0,0.003789669862783,3045.428571428572,train
2020-10-16,California,874102,16901.0,3722.0,0.0042762931133528,3243.714285714286,train
2020-10-17,California,876258,16940.0,2156.0,0.0024665313659046,3354.285714285714,train
2020-10-18,California,878395,16979.0,2137.0,0.0024387794462361,3294.285714285714,train
2020-10-19,California,882666,16987.0,4271.0,0.0048622772215234,3721.0,train
2020-10-20,California,887094,17067.0,4428.0,0.0050166201031873,4032.285714285714,train
2020-10-21,California,890154,17189.0,3060.0,0.0034494653328733,4341.0,train
2020-10-22,California,896427,17266.0,6273.0,0.0070470952217256,4421.428571428572,train
2020-10-23,California,902328,17316.0,5901.0,0.0065828003841919,4434.428571428572,train
2020-10-24,California,906645,17345.0,4317.0,0.0047842912998377,4505.857142857143,train
2020-10-25,California,909345,17358.0,2700.0,0.0029780123422067,4647.285714285715,train
2020-10-26,California,913707,17398.0,4362.0,0.0047968592778318,4354.714285714285,train
2020-10-27,California,918635,17478.0,4928.0,0.0053934138624307,4216.428571428572,train
2020-10-28,California,922685,17541.0,4050.0,0.0044087151044756,4088.142857142857,train
2020-10-29,California,926910,17567.0,4225.0,0.0045790275120978,4221.714285714285,train
2020-10-30,California,931843,17627.0,4933.0,0.0053219837956219,4348.714285714285,train
2020-10-31,California,935262,17661.0,3419.0,0.0036690730090798,4393.571428571428,train
2020-11-01,California,938897,17671.0,3635.0,0.003886611452192,4563.428571428572,train
2020-11-02,California,944148,17700.0,5251.0,0.0055927327491727,4856.428571428572,train
2020-11-03,California,949390,17751.0,5242.0,0.0055520956460215,5110.714285714285,train
2020-11-04,California,954629,17818.0,5239.0,0.0055182801588389,5365.571428571428,train
2020-11-05,California,960905,17866.0,6276.0,0.0065742817366747,5709.142857142857,train
2020-11-06,California,967618,17939.0,6713.0,0.0069861224574749,5925.0,train
2020-11-07,California,972821,17964.0,5203.0,0.0053771219634195,6425.142857142857,train
2020-11-08,California,978861,17975.0,6040.0,0.0062087475496519,6412.428571428572,train
2020-11-09,California,985623,18035.0,6762.0,0.0069080288212524,6901.571428571428,train
2020-11-10,California,994366,18073.0,8743.0,0.0088705316332917,7351.714285714285,train
2020-11-11,California,999516,18109.0,5150.0,0.0051791794972877,7746.142857142857,train
2020-11-12,California,1009216,18141.0,9700.0,0.0097046970733836,8163.857142857143,train
2020-11-13,California,1019080,18218.0,9864.0,0.009773923520832,8823.857142857143,train
2020-11-14,California,1027044,18254.0,7964.0,0.0078148918632492,9108.142857142857,train
2020-11-15,California,1036008,18265.0,8964.0,0.0087279610221178,10004.0,train
2020-11-16,California,1047390,18304.0,11382.0,0.0109864016494081,10498.42857142857,train
2020-11-17,California,1058123,18360.0,10733.0,0.0102473768128394,11049.57142857143,train
2020-11-18,California,1069544,18467.0,11421.0,0.0107936411929425,11832.142857142857,train
2020-11-19,California,1082705,18555.0,13161.0,0.0123052441040294,11809.285714285714,train
2020-11-20,California,1096427,18649.0,13722.0,0.0126738123496243,12729.714285714286,train
2020-11-21,California,1109869,18709.0,13442.0,0.0122598221313412,13558.42857142857,train
2020-11-22,California,1118673,18726.0,8804.0,0.007932467705648,13947.42857142857,train
2020-11-23,California,1136498,18768.0,17825.0,0.0159340575842985,13350.57142857143,train
2020-11-24,California,1153032,18875.0,16534.0,0.0145481998208532,13808.857142857143,train
2020-11-25,California,1167176,18982.0,14144.0,0.012266788779496,13775.285714285714,train
2020-11-26,California,1176159,19025.0,8983.0,0.0076963542773327,14405.42857142857,train
2020-11-27,California,1193089,19100.0,16930.0,0.0143943123336216,14391.42857142857,train
2020-11-28,California,1206296,19132.0,13207.0,0.0110695849178057,14410.42857142857,train
2020-11-29,California,1219511,19151.0,13215.0,0.0109550226478409,14986.142857142857,train
2020-11-30,California,1237238,19209.0,17727.0,0.0145361542454311,16825.428571428572,train
2020-12-01,California,1253905,19327.0,16667.0,0.0134711348988634,17871.285714285714,train
2020-12-02,California,1272079,19440.0,18174.0,0.0144939209908245,19556.714285714286,train
2020-12-03,California,1293937,19586.0,21858.0,0.0171828950874906,21782.0,train
2020-12-04,California,1318188,19791.0,24251.0,0.0187420253072598,23143.0,train
2020-12-05,California,1343193,19876.0,25005.0,0.0189692213857204,24513.714285714286,train
2020-12-06,California,1371985,19937.0,28792.0,0.0214354899109807,26456.285714285717,train
2020-12-07,California,1399239,20052.0,27254.0,0.0198646486659839,28170.714285714286,train
2020-12-08,California,1425501,20238.0,26262.0,0.0187687735976485,30007.0,train
2020-12-09,California,1457273,20466.0,31772.0,0.0222883042523296,30246.714285714286,train
2020-12-10,California,1491132,20636.0,33859.0,0.0232344934682795,31248.714285714286,train
2020-12-11,California,1528237,20854.0,37105.0,0.0248837795714933,31668.14285714286,train
2020-12-12,California,1554920,20958.0,26683.0,0.0174599882086352,32809.28571428572,train
2020-12-13,California,1590726,21043.0,35806.0,0.0230275512566562,36976.42857142857,train
2020-12-14,California,1620916,21196.0,30190.0,0.0189787556122174,38614.0,train
2020-12-15,California,1655166,21483.0,34250.0,0.0211300277127253,40205.142857142855,train
2020-12-16,California,1716108,21881.0,60942.0,0.0368192676746621,41730.142857142855,train
2020-12-17,California,1761430,22155.0,45322.0,0.0264097597587098,42741.142857142855,train
2020-12-18,California,1809673,22496.0,48243.0,0.0273885422639559,44607.57142857143,train
2020-12-19,California,1847031,22651.0,37358.0,0.0206435085233631,44767.857142857145,train
2020-12-20,California,1889914,22736.0,42883.0,0.0232172605657403,42455.71428571428,train
2020-12-21,California,1933169,22980.0,43255.0,0.022887284818251,40940.57142857143,train
2020-12-22,California,1968541,23254.0,35372.0,0.0182974173494401,36441.42857142857,train
2020-12-23,California,2013298,23633.0,44757.0,0.0227361279241833,40388.28571428572,train
2020-12-24,California,2048014,23944.0,34716.0,0.0172433489726806,39627.0,train
2020-12-25,California,2064763,23964.0,16749.0,0.0081781667508131,39407.857142857145,train
2020-12-26,California,2129749,24221.0,64986.0,0.0314738301684018,39235.71428571428,train
2020-12-27,California,2167303,24283.0,37554.0,0.017633063802354,37466.71428571428,train
2020-12-28,California,2209024,24529.0,41721.0,0.0192501925203814,37120.857142857145,train
2020-12-29,California,2243191,24954.0,34167.0,0.0154670116757444,40149.71428571428,train
2020-12-30,California,2275565,25391.0,32374.0,0.0144321192444156,38322.28571428572,train
2020-12-31,California,2307860,25965.0,32295.0,0.0141920797692001,38087.57142857143,train
2021-01-01,California,2345811,26236.0,37951.0,0.016444238385344,37945.0,train
2021-01-02,California,2398005,26542.0,52194.0,0.022249874350491,38390.28571428572,train
2021-01-03,California,2433916,26635.0,35911.0,0.014975364938772,39037.857142857145,train
2021-01-04,California,2474639,26995.0,40723.0,0.0167314730664493,40198.57142857143,train
2021-01-05,California,2511923,27486.0,37284.0,0.0150664399938738,42058.57142857143,train
2021-01-06,California,2548830,28040.0,36907.0,0.0146927274442727,41349.28571428572,train
2021-01-07,California,2589250,28554.0,40420.0,0.0158582565333897,42277.42857142857,train
2021-01-08,California,2640221,29228.0,50971.0,0.0196856232499758,42263.28571428572,train
